REPO,archive,technology,path,stars,first_commit,introduced_at,latest_commit,dev_percentage
jamasten/azure,jamasten-Azure.tar.gz,azure,utilities/policies/networking/restrictSubnet/policy.json,14.0,2020-04-03 17:09:15-04:00,2020-10-01 00:03:48-04:00,2024-12-12 18:53:08+00:00,10.519126324230000
openshift/sandboxed-containers-operator,openshift-sandboxed-containers-operator.tar.gz,opa,config/peerpods/podvm/agent-policy/coco-policy.rego,40.0,2020-05-26 16:02:15+05:30,2025-01-30 15:45:16+05:30,2025-06-10 12:52:03+00:00,92.87876350999150
nathanmcnulty/nathanmcnulty,nathanmcnulty-nathanmcnulty.tar.gz,azure,Azure/Policy/EnableDefenderForServersPlan1.json,272.0,2020-07-13 15:03:36-07:00,2023-10-16 22:56:36-08:00,2025-06-03 01:06:31+00:00,66.68265741930450
newbmiao/opa-koans,NewbMiao-opa-koans.tar.gz,opa,demos/entitlements/utils.rego,52.0,2020-03-11 18:45:14+08:00,2024-02-05 14:55:52+08:00,2025-06-25 10:58:02+00:00,73.80093982966110
c0c0n3/kitt4sme.live,c0c0n3-kitt4sme.live.tar.gz,opa,dev/opa.poc/policy.rego,1.0,2021-11-09 14:19:33+01:00,2022-03-06 11:56:10+01:00,2024-05-21 11:44:51+00:00,12.652462012099600
open-telemetry/semantic-conventions,open-telemetry-semantic-conventions.tar.gz,opa,policies/entity_association.rego,379.0,2019-05-01 16:05:13-04:00,2025-04-28 16:28:37+00:00,2025-06-10 03:25:46+00:00,98.09724191321630
monkslc/hyperpolyglot,monkslc-hyperpolyglot.tar.gz,opa,samples/Open Policy Agent/ssh.rego,65.0,2020-03-18 21:54:41-04:00,2020-04-03 20:35:55-04:00,2023-05-17 13:51:31+00:00,1.3811460630880000
pipelineai/pipeline,PipelineAI-pipeline.tar.gz,gatekeeper,eks/demo/.cache/manifests/manifests-7a373809a663ded140f9b70a3e879a39f6e88479/gatekeeper/ns-required-annotations.yaml,4171.0,2018-11-28 23:38:02+00:00,2019-10-14 17:13:31-07:00,2024-04-17 22:09:12+00:00,16.270192082108200
azure/enterprise-azure-policy-as-code,Azure-enterprise-azure-policy-as-code.tar.gz,azure,StarterKit/Definitions-Common/policyDefinitions/Tagging/rg-addreplace-tag-dynamic-notscope.json,472.0,2021-02-08 17:58:38+00:00,2024-04-05 08:49:05-05:00,2025-06-27 00:57:22+00:00,72.02109276967990
nirmata/kyverno-charts,nirmata-kyverno-charts.tar.gz,kyverno,charts/pod-security-policies/templates/disallow-host-ports.yaml,5.0,2021-11-06 15:32:11-07:00,2022-12-19 23:27:46+05:30,2025-06-03 11:52:36+00:00,31.26040440984840
statcan/gatekeeper-policies,StatCan-gatekeeper-policies.tar.gz,opa,pod-security-policy/block-automount-token/template.yaml,16.0,2019-05-31 11:41:51-04:00,2021-08-17 15:10:14-04:00,2024-02-01 01:34:16+00:00,47.41791518906990
snoopy82481/home_cluster,snoopy82481-home_cluster.tar.gz,kyverno,archive/kubernetes/apps/monitoring/kyverno/policies/apply-ingress-external-dns-annotations.yaml,26.0,2022-09-19 16:36:26-06:00,2023-06-11 20:48:50-06:00,2025-06-09 14:21:18+00:00,26.686824793564200
controlplaneio/simulator,controlplaneio-simulator.tar.gz,kyverno,ansible/roles/seven-seas/files/manifests/02-kyverno-policies.yaml,949.0,2019-06-03 19:53:44+01:00,2023-12-21 16:27:22+00:00,2024-06-03 10:54:35+00:00,90.97980763400880
aws/aws-eks-best-practices,aws-aws-eks-best-practices.tar.gz,opa,policies/opa/gatekeeper/constraints/1-dep-labels-constraint.yaml,2112.0,2020-02-19 19:39:34+00:00,2020-09-15 15:05:01-04:00,2025-05-30 19:41:13+00:00,10.844622868870800
chaijunkin/home-ops,chaijunkin-home-ops.tar.gz,kyverno,.archive/DRAFT/kyverno/policies/remove-cpu-limits.yaml,3.0,2024-03-02 21:10:24+08:00,2024-05-26 10:39:14+08:00,2025-06-10 01:55:58+00:00,18.203644680546700
teutonet/teutonet-helm-charts,teutonet-teutonet-helm-charts.tar.gz,kyverno,charts/base-cluster/templates/kyverno/policies/teuto-policies/restrict-automount-sa-token/_policy.yaml,37.0,2022-09-30 12:27:36+02:00,2022-10-17 16:00:34+02:00,2025-06-10 01:37:26+00:00,1.743324383994080
maif/wasmo,MAIF-wasmo.tar.gz,opa,server/templates/otoroshi/opa/policies.rego,21.0,2023-11-06 10:37:46+01:00,2024-02-09 15:25:39+01:00,2025-01-17 15:00:26+00:00,21.72402764102590
dotfilesh/ops,dotfilesh-ops.tar.gz,kyverno,k8s/clusters/kclt-01/apps/kyverno/kyverno/policies/sync-rgwuser-secrets.yaml,0.0,2020-12-01 00:00:00+00:00,2023-08-21 19:54:17+00:00,2024-12-20 23:08:30+00:00,67.10691178037080
elastic/csp-security-policies,elastic-csp-security-policies.tar.gz,opa,bundle/compliance/policy/azure/common.rego,31.0,2021-11-03 14:16:01+02:00,2023-09-06 10:48:49+03:00,2023-10-31 10:08:15+00:00,92.420419005873
googlecloudplatform/professional-services,GoogleCloudPlatform-professional-services.tar.gz,gatekeeper,tools/anthosvmware-ansible-module/policy-controller-config/cis-benchmark-bundle/5.2.2-5.2.3_psp-host-namespace.yaml,2908.0,2017-05-19 00:01:28+00:00,2022-10-26 15:18:03+00:00,2025-06-27 15:39:22+00:00,67.07867678955410
apheon-terra/01_k3s_ops,apheon-terra-01_k3s_ops.tar.gz,kyverno,kubernetes/apps/kyverno/kyverno/policies/apply-ingress-whitelist-annotations.yaml,4.0,2023-04-04 11:26:38-04:00,2023-06-20 08:38:40+00:00,2025-06-09 10:02:04+00:00,9.628405472608120
nirmata/kyverno-aws-adapter,nirmata-kyverno-aws-adapter.tar.gz,kyverno,config/samples/policies/check-cluster-tags.yaml,11.0,2022-09-22 04:22:46+05:30,2022-12-01 11:45:53+05:30,2023-07-19 05:18:36+00:00,23.414993938669700
rootsongjc/cloud-native-library,rootsongjc-cloud-native-library.tar.gz,opa,content/tsb/assets/howto/openapi-policy.rego,281.0,2019-10-12 18:20:27+08:00,2023-08-28 18:30:35+08:00,2024-04-25 02:04:16+00:00,85.47384162684590
lsst-it/k8s-cookbook,lsst-it-k8s-cookbook.tar.gz,kyverno,fleet/lib/kyverno-conf/policies/limit_hostpath_type_pv.yaml,13.0,2020-03-04 16:45:16-07:00,2024-03-01 09:59:00-07:00,2025-06-10 13:40:44+00:00,75.78149752203000
hongbo-miao/hongbomiao.com,hongbo-miao-hongbomiao.com.tar.gz,opa,api-go/internal/graphql_server/policies/app.rbac.rego,239.0,2019-02-26 17:49:40-08:00,2021-08-23 08:20:40-07:00,2025-06-10 04:29:55+00:00,39.58689064414620
uninettsigma2/helm-charts,UNINETTSigma2-helm-charts.tar.gz,opa,policy/deny.rego,14.0,2017-06-08 12:53:55+02:00,2019-11-03 14:10:53+01:00,2025-06-16 12:15:38+00:00,29.9685361532488
devopsmcpatral/devops,Devopsmcpatral-Devops.tar.gz,opa,hashicorp/terraform-cloud/policy-as-code/opa/policies/friday_deploys.rego,0.0,2023-10-25 20:32:40+01:00,2024-02-20 14:36:08+00:00,2024-07-03 22:20:04+00:00,46.72212682604710
harness/developer-hub,harness-developer-hub.tar.gz,kyverno,docs/chaos-engineering/security/security-templates/manifest/kyverno-policies/allow-host-paths-for-litmus-experiments-which-uses-hostPaths.yaml,58.0,2022-08-25 10:21:13-04:00,2024-09-12 10:14:58+05:30,2025-06-10 16:09:12+00:00,73.38674459061590
cross-lab-project/crosslab,Cross-Lab-Project-crosslab.tar.gz,opa,services/authorization/policy/crosslab.rego,4.0,2022-05-09 10:38:51+02:00,2023-07-31 11:48:46+00:00,2025-06-27 09:51:09+00:00,39.13643989693240
alexrogalskiy/android-patterns,AlexRogalskiy-android-patterns.tar.gz,opa,policy/kubernetes.rego,4.0,2021-01-15 19:23:44+03:00,2021-08-12 00:13:15+03:00,2025-06-27 02:43:42+00:00,12.824758995507900
stackabletech/hdfs-utils,stackabletech-hdfs-utils.tar.gz,opa,rego/hdfs.rego,0.0,2024-01-23 17:16:52+01:00,2024-02-06 10:20:33+01:00,2025-03-11 16:59:37+00:00,3.319589757988940
sapcc/helm-charts,sapcc-helm-charts.tar.gz,opa,system/gatekeeper-config/templates/constraint-images-from-non-keppel.yaml,38.0,2016-11-01 18:56:43+01:00,2022-06-02 16:17:21+02:00,2025-06-10 15:43:49+00:00,64.87138189362320
hc-ippm/devsecops-platform,HC-IPPM-devsecops-platform.tar.gz,kyverno,policies/restrict-git-repo.yaml,0.0,2024-05-01 19:11:47-03:00,2024-06-13 22:52:00-03:00,2025-06-27 13:06:17+00:00,10.235000097452300
azure/ai-hub,Azure-ai-hub.tar.gz,azure,enablement/policies/datafactory/Compliant-DataFactoryPolicySetDefinition.json,84.0,2024-02-14 10:36:50+01:00,2024-03-08 11:25:31+01:00,2025-01-23 15:59:03+00:00,6.690711869640040
sunbird-lern/userorg-service,Sunbird-Lern-userorg-service.tar.gz,opa,helm/learner_opa_policies/service-policies/policies.rego,31.0,2017-07-03 20:21:28+05:30,2023-04-17 17:30:15+05:30,2025-06-27 15:29:08+00:00,72.49184285152140
obmondo/kubeaid,Obmondo-kubeaid.tar.gz,opa,argocd-helm-charts/gatekeeper/policies/CronJobForbidConcurrency.rego,38.0,2021-02-19 16:22:13+01:00,2023-11-15 10:26:28+05:30,2025-06-26 22:26:03+00:00,62.870302647486900
azure/aro-rp,Azure-ARO-RP.tar.gz,opa,pkg/operator/controllers/guardrails/policies/gkconstraints/aro-master-toleration-pod-deny.yaml,107.0,2019-10-15 22:43:52-05:00,2023-07-18 14:04:40+10:00,2025-06-27 16:50:39+00:00,65.8651884669054
styrainc/regal,StyraInc-regal.tar.gz,opa,bundle/regal/lsp/completion/main.rego,312.0,2023-02-01 00:06:12+01:00,2024-06-17 12:03:26+02:00,2025-06-27 16:58:31+00:00,57.24402920843310
alexrogalskiy/quotes,AlexRogalskiy-quotes.tar.gz,opa,policy/deny.rego,1.0,2021-02-01 02:14:35+03:00,2021-08-05 16:55:53+03:00,2025-06-25 00:58:46+00:00,11.564090175899300
erkules/dufluxdu,erkules-dufluxdu.tar.gz,kyverno,base/security/kubescape-findings/clean_unkonwn_users.yaml,0.0,2022-06-06 23:58:01+02:00,2025-04-08 22:31:54+02:00,2025-06-09 22:59:14+00:00,94.34941650019790
apersant1/spottier,Apersant1-Spottier.tar.gz,cloud-custodian,services/policy-service/policies.yaml,1.0,2023-09-17 21:56:03+03:00,2023-10-27 19:10:04+03:00,2025-06-14 14:04:19+00:00,6.273182830193410
netscaler/netscaler-k8s-ingress-controller,netscaler-netscaler-k8s-ingress-controller.tar.gz,gatekeeper,docs/how-to/webhook/requiredannotations/constraint.yaml,314.0,2018-09-24 12:44:20+05:30,2020-06-09 21:32:05+05:30,2025-05-07 15:10:30+00:00,25.828758161610500
raffaelespazzoli/openshift-enablement-exam,raffaelespazzoli-openshift-enablement-exam.tar.gz,kyverno,misc4.0/kyverno/cmdb-pod-policy.yaml,65.0,2016-10-10 13:58:47+00:00,2023-08-10 14:38:52-04:00,2024-09-12 10:18:22+00:00,86.22413556061390
googlecloudplatform/policy-library,GoogleCloudPlatform-policy-library.tar.gz,opa,samples/bigquery_cmek.yaml,229.0,2019-03-29 17:45:00-04:00,2019-08-08 16:42:11-05:00,2024-06-18 01:03:43+00:00,6.921263387426390
lfn-cnti/testsuite,lfn-cnti-testsuite.tar.gz,gatekeeper,embedded_files/enforce-image-tag.yml,181.0,2020-01-13 16:07:48-06:00,2021-09-21 14:42:40-04:00,2025-06-10 09:15:47+00:00,31.241774204306800
stacklet/shift-left-foundations-pack,stacklet-shift-left-foundations-pack.tar.gz,cloud-custodian,policies/sagemaker.yaml,0.0,2023-02-20 08:10:37-05:00,2023-07-14 17:40:43-04:00,2023-07-14 22:41:58+00:00,99.9705431624428
cloud-gov/compliance,cloud-gov-compliance.tar.gz,cloud-custodian,audit/custodian/ebs-encrypted.yml,36.0,2015-10-30 10:34:02-04:00,2022-05-27 17:05:09-04:00,2025-05-28 15:08:15+00:00,68.64652079194990
pulumi/customer-managed-deployment-agent,pulumi-customer-managed-deployment-agent.tar.gz,kyverno,kubernetes/troubleshooting/kyverno.yaml,1.0,2023-12-20 13:29:12-07:00,2025-03-11 10:32:09-05:00,2025-05-13 23:50:37+00:00,87.58259042290170
fybrik/fybrik,fybrik-fybrik.tar.gz,opa,samples/adminconfig/optimization_strategy.rego,132.0,2020-09-08 16:19:10-04:00,2022-03-10 10:18:03+02:00,2023-07-15 19:02:35+00:00,52.64684842713370
googlecloudplatform/anthos-appconfig,GoogleCloudPlatform-anthos-appconfig.tar.gz,gatekeeper,anthos-config-management/gatekeeper-config/constraint-templates.yaml,17.0,2019-06-19 15:35:44-07:00,2019-08-08 08:49:18-07:00,2025-04-16 19:26:41+00:00,2.33650479809509
cybersecurity-certification-hub/security-metrics,Cybersecurity-Certification-Hub-security-metrics.tar.gz,opa,metrics/DevelopmentLifeCycle/SignedCommits/metric.rego,3.0,2024-03-27 15:33:59+01:00,2025-01-22 11:08:28+01:00,2025-06-27 11:47:11+00:00,65.84067371399960
cisagov/scubagoggles,cisagov-ScubaGoggles.tar.gz,opa,scubagoggles/rego/Chat.rego,241.0,2023-07-24 10:07:23-04:00,2024-12-19 16:23:24-08:00,2025-06-27 00:17:49+00:00,73.13197355803940
googlecloudplatform/terraform-google-enterprise-genai,GoogleCloudPlatform-terraform-google-enterprise-genai.tar.gz,gatekeeper,policy-library/policies/constraints/require_dnssec.yaml,29.0,2023-11-29 09:32:30-05:00,2024-01-10 20:45:13-08:00,2025-06-17 04:05:59+00:00,7.530906342026220
geeks-academy/terraform,Geeks-Academy-terraform.tar.gz,hashicorp-sentinel,sentinel/passthrough.sentinel,2.0,2020-02-24 07:54:29+01:00,2021-02-18 14:56:28+01:00,2021-12-03 22:04:06+00:00,55.54663086432820
jouve/charts,jouve-charts.tar.gz,gatekeeper,charts/gatekeeper-library/templates/k8sblockloadbalancer.yaml,17.0,2023-06-12 21:31:08+02:00,2023-09-11 23:41:28+02:00,2025-05-20 19:34:40+00:00,12.865846549365200
azure/alz-bicep,Azure-ALZ-Bicep.tar.gz,azure,infra-as-code/bicep/modules/policy/definitions/lib/policy_definitions/policy_definition_es_Deny-AzFw-Without-Policy.json,813.0,2021-08-16 10:34:17+00:00,2024-06-20 16:39:32+01:00,2025-06-26 17:00:01+00:00,73.68897788855850
mathieu-benoit/ci-with-helm,mathieu-benoit-ci-with-helm.tar.gz,gatekeeper,policies/users/samples/constraint.yaml,7.0,2022-09-12 22:19:43-04:00,2022-10-11 23:03:44-04:00,2023-10-04 12:56:22+00:00,7.51226788521435
hummerrisk/hummerrisk,HummerRisk-HummerRisk.tar.gz,azure,hummer-modules/hummer-cloud/src/main/resources/support/strategy/hummer-azure-plugin.json,1493.0,2022-06-08 15:50:28+08:00,2023-02-03 23:47:02+08:00,2024-12-26 06:59:59+00:00,25.787552536568000
devspace-cloud/devspace-cloud,devspace-cloud-devspace-cloud.tar.gz,opa,rego/ingress_hosts.rego,110.0,2019-07-17 13:31:39+02:00,2019-10-09 14:47:37+02:00,2020-08-03 21:46:26+00:00,21.92145293508800
ciscodevnet/sdwan-devops,CiscoDevNet-sdwan-devops.tar.gz,opa,config/policy/config.rego,91.0,2019-07-15 19:59:54+01:00,2023-10-26 16:50:50+02:00,2024-12-02 11:31:31+00:00,79.51574128200790
qbeyond/terraform-azurerm-archetype-lib,qbeyond-terraform-azurerm-archetype-lib.tar.gz,azure,policy_definitions/tagging/policy_definition_qby_require_tag_on_resource_group.json,0.0,2023-05-25 14:27:13+02:00,2024-03-05 16:27:06+01:00,2025-02-26 15:01:45+00:00,44.33551172770980
daocloud/dce-charts-repackage,DaoCloud-dce-charts-repackage.tar.gz,opa,charts/metallb/metallb/charts/metallb/policy/speaker.rego,12.0,2022-08-16 11:52:37+08:00,2022-09-01 21:41:33+08:00,2025-06-27 09:24:40+00:00,1.5683905282414700
nordix/metal3-clusterapi-docs,Nordix-metal3-clusterapi-docs.tar.gz,kyverno,security/container-signing-poc/kyverno/policy/kyverno-policy-notation.yaml,9.0,2019-09-04 10:40:59+03:00,2024-11-04 20:58:51+02:00,2025-06-16 06:05:13+00:00,89.41904396518690
neilmfrench/homelab-prod,neilmfrench-homelab-prod.tar.gz,kyverno,kubernetes/infrastructure/production/kyverno/kyverno/policies/remove-cpu-limits.yaml,3.0,2022-04-15 13:38:34-07:00,2023-07-13 09:30:20-07:00,2025-05-31 18:19:35+00:00,39.74308005716700
aquasecurity/postee,aquasecurity-postee.tar.gz,opa,rego-templates/raw-message-json.rego,211.0,2016-12-04 15:29:28+02:00,2021-08-06 19:30:26+03:00,2024-09-28 05:52:51+00:00,59.765855894280400
digicatapult/veritable-cloudagent,digicatapult-veritable-cloudagent.tar.gz,opa,docker/opa/suppliers.rego,1.0,2023-07-13 09:54:52+01:00,2024-08-12 16:51:17+01:00,2025-06-09 08:27:25+00:00,56.85796510621800
rallyhealth/conftest-policy-packs,rallyhealth-conftest-policy-packs.tar.gz,opa,policies/lib/packages_functions.rego,58.0,2021-05-28 12:33:02-04:00,2021-07-26 17:27:59-04:00,2021-11-03 16:36:40+00:00,37.235148987997900
stylescube/sam-s-custodian,stylescube-Sam-s-Custodian.tar.gz,cloud-custodian,Firewall/policy.yml,0.0,2019-02-12 14:56:25-08:00,2019-07-09 15:08:13-05:00,2019-07-09 20:10:00+00:00,99.99915687053980
dettanym/prose,dettanym-prose.tar.gz,opa,privacy-profile-composer/resources/opa_bundle/prose/allow_all/policy.rego,1.0,2023-04-14 18:17:21-04:00,2024-03-19 20:19:09-04:00,2025-06-02 01:43:20+00:00,43.648542582819500
gsa/grace-cloudcustodian,GSA-grace-cloudcustodian.tar.gz,cloud-custodian,custodian_policy_templates/user_key_disable.yml,8.0,2019-09-18 09:55:28-05:00,2019-10-07 23:45:52-07:00,2020-04-10 13:17:21+00:00,9.593432505485530
c0c0n3/teadal.proto,c0c0n3-teadal.proto.tar.gz,opa,deployment/mesh-infra/security/opa/rego/minio/service.rego,6.0,2023-01-20 19:38:43+01:00,2023-10-10 10:30:46+02:00,2025-04-27 09:30:36+00:00,31.726881233549300
mitodl/ol-infrastructure,mitodl-ol-infrastructure.tar.gz,cloud-custodian,cloud_custodian/cleanup_ebs_resources.yaml,48.0,2021-02-09 16:44:36-05:00,2022-12-19 18:29:44+00:00,2025-06-10 14:39:57+00:00,42.856577635125200
parsifal-m/backstage-opa-plugins,Parsifal-M-backstage-opa-plugins.tar.gz,opa,policies/catalog.rego,55.0,2023-02-25 16:51:41+01:00,2024-12-01 19:31:30+01:00,2025-06-24 12:57:22+00:00,75.90622008654530
magda-io/magda,magda-io-magda.tar.gz,opa,magda-opa/policies/system/echo.rego,543.0,2016-08-23 17:30:10+10:00,2022-03-08 14:20:06+11:00,2025-05-26 09:00:26+00:00,63.25161642275500
deploykf/deploykf,deployKF-deployKF.tar.gz,kyverno,generator/templates/manifests/kubeflow-tools/pipelines/resources/clone-bucket-secret-clusterpolicy.yaml,438.0,2023-03-14 14:20:55-07:00,2023-07-10 09:40:28+10:00,2024-08-03 00:31:48+00:00,23.09000041605570
auricom/home-ops,auricom-home-ops.tar.gz,kyverno,kubernetes/apps/kyverno/kyverno/policies/volsync-movers.yaml,192.0,2020-11-19 09:20:41+01:00,2024-10-26 13:23:08+02:00,2025-06-10 10:39:36+00:00,86.36078060239220
prancer-io/prancer-hello-world,prancer-io-prancer-hello-world.tar.gz,opa,validation/scenario-multiple-yaml/samp.rego,1.0,2020-05-18 22:09:18-07:00,2021-04-14 05:22:24+04:30,2024-06-14 09:45:50+00:00,22.177471974589900
meshcloud/collie-hub,meshcloud-collie-hub.tar.gz,azure,kit/azure/landingzones/corp-online/lib/corp/policy_definitions/policy_definition_es_deny_private_dns_zones.json,30.0,2022-05-09 21:22:35+02:00,2023-11-30 10:19:03+01:00,2025-03-11 15:48:57+00:00,54.933691159207500
openmpdk/dss-minio,OpenMPDK-dss-minio.tar.gz,opa,docs/sts/putobject.rego,7.0,2014-11-02 14:54:31-05:00,2018-10-25 11:39:31+05:30,2024-05-08 17:17:55+00:00,41.79777088947270
nuts-foundation/nuts-workshops,nuts-foundation-nuts-workshops.tar.gz,opa,deployments/api-gateway/apisix/opa_policies/geboortezorg.rego,1.0,2018-12-03 15:48:33+01:00,2024-02-13 14:58:07+01:00,2024-03-29 13:20:55+00:00,97.68525088309140
dod-platform-one/gatekeeper,DoD-Platform-One-Gatekeeper.tar.gz,gatekeeper,chart/templates/constraints/restrictedTaint.yaml,0.0,2020-09-01 17:51:15+00:00,2021-06-24 13:57:11+00:00,2025-05-29 07:11:33+00:00,17.094939087019100
pagopa/eng-azure-governance,pagopa-eng-azure-governance.tar.gz,gatekeeper,src/02_policy_kubernetes/policy_rules/required_image_sha256_gatekeeper.yaml,4.0,2022-02-08 09:43:59+01:00,2023-07-26 12:07:41+02:00,2025-05-27 15:56:41+00:00,44.26288381908190
vikaspogu/openshift-multicluster,Vikaspogu-openshift-multicluster.tar.gz,kyverno,components/kyverno-policy-config/namespace-config-vault-access/03_kube-auth-engine-config.yaml,35.0,2022-06-25 16:25:11-05:00,2024-08-21 13:55:47-04:00,2025-06-25 22:06:34+00:00,71.88265742601050
anderseknert/opal,anderseknert-opal.tar.gz,opa,lib/math.rego,6.0,2020-10-16 23:39:13+02:00,2020-11-26 23:42:58+01:00,2021-02-19 12:16:57+00:00,32.67607842645830
chen-keinan/mesh-kridik,chen-keinan-mesh-kridik.tar.gz,opa,internal/security/mesh/istio/istio_using_3rd_party_tokens.rego,26.0,2021-10-04 11:00:54+03:00,2022-02-01 09:35:21+02:00,2024-09-05 05:56:14+00:00,11.245735036122300
alibaba/sreworks,alibaba-SREWorks.tar.gz,kyverno,chart/sreworks-chart/charts/appmanagerbase/charts/openebs/templates/kyverno/allow-host-ports.yaml,1892.0,2022-03-16 16:08:11+08:00,2022-04-20 22:36:01+08:00,2024-04-11 05:52:37+00:00,4.659671794277710
microsoft/fabric-toolbox,microsoft-fabric-toolbox.tar.gz,azure,samples/azure-policy/pause-capacity-policy/pause-capacity-policy.json,297.0,2023-06-21 10:05:02-07:00,2025-01-28 16:50:31-08:00,2025-06-04 15:36:34+00:00,82.26523699096680
dmwm/cmskubernetes,dmwm-CMSKubernetes.tar.gz,gatekeeper,helm/opapolicies/charts/requiredprobes/templates/requiredprobes-constraint.yaml,19.0,2018-03-02 13:14:50-05:00,2022-08-11 13:41:19+02:00,2025-06-16 09:39:00+00:00,60.94423723306340
aws-cloudformation/rain,aws-cloudformation-rain.tar.gz,cloudformation-guard,internal/cmd/build/tmpl/scripts/rules.guard,897.0,2019-05-10 09:49:43+01:00,2024-02-09 16:11:19-08:00,2025-04-17 23:29:34+00:00,80.04384170440690
azure/terraform-azurerm-caf-enterprise-scale,Azure-terraform-azurerm-caf-enterprise-scale.tar.gz,azure,modules/archetypes/lib/policy_definitions/policy_definition_es_deny_azfw_without_policy.json,924.0,2020-09-23 17:11:55+00:00,2024-06-04 18:47:50+01:00,2025-06-20 09:10:33+00:00,78.006106459863
defenseunicorns/lula,defenseunicorns-lula.tar.gz,kyverno,demo/simple/oscal-component-kyverno.yaml,180.0,2022-08-29 11:58:02-07:00,2024-07-15 20:44:42-07:00,2025-02-13 16:43:42+00:00,76.35561408573220
solo-io/hoot,solo-io-hoot.tar.gz,opa,07-intro-to-opa/query.rego,113.0,2020-05-22 11:18:23-04:00,2020-10-25 15:15:42-04:00,2024-02-22 00:42:55+00:00,11.395629792069500
prefapp/daggerverse,prefapp-daggerverse.tar.gz,opa,opa/fixtures/.firestartr/validations/policies/soups-app.rego,0.0,2024-03-22 16:31:15+01:00,2025-02-24 15:53:24+01:00,2025-06-05 15:28:26+00:00,77.03982322522420
jostrm/azure-enterprise-scale-ml,jostrm-azure-enterprise-scale-ml.tar.gz,azure,environment_setup/aifactory/bicep/esml-util/policy/Deny-Private-DNS-Zones.json,44.0,2021-04-20 13:49:21+02:00,2024-08-26 22:59:17+02:00,2025-06-10 00:01:59+00:00,81.0039557757924
novamachina/home-ops,NovaMachina-home-ops.tar.gz,kyverno,kubernetes/apps/kyverno/kyverno/policies/ingress-authentik-annotations.yaml,0.0,2024-08-16 18:40:06-05:00,2025-01-04 10:09:32-06:00,2025-06-23 21:15:49+00:00,45.25159071025290
cheriot-platform/network-stack,CHERIoT-Platform-network-stack.tar.gz,opa,network_stack.rego,7.0,2023-12-13 18:13:56+00:00,2024-02-29 12:16:18+00:00,2025-05-09 19:29:40+00:00,15.154712136940700
packtpublishing/kubernetes-an-enterprise-guide-third-edition,PacktPublishing-Kubernetes-An-Enterprise-Guide-Third-Edition.tar.gz,opa,chapter11/defaultUser/addDefaultUser.yaml,95.0,2023-06-07 10:43:41+05:30,2023-11-03 09:33:36-04:00,2025-03-05 01:15:47+00:00,23.45147694600570
intelops/policyhub,intelops-policyhub.tar.gz,opa,genval/defaultpolicies/rego/infrafile_policies/k8s/deny_priviliged/deny_priviliged.rego,1.0,2023-12-22 14:25:48+05:30,2024-06-14 11:39:15+05:30,2024-08-04 16:34:10+00:00,77.27361526103590
alexrogalskiy/charts,AlexRogalskiy-charts.tar.gz,opa,policy/deny.rego,1.0,2021-02-09 23:35:46+03:00,2021-07-27 14:43:24+03:00,2025-06-15 04:13:20+00:00,10.567258699381100
cbc02009/k8s-home-ops,cbc02009-k8s-home-ops.tar.gz,kyverno,.archive/kyverno/kyverno/policies/ingress-cert-manager-annotations.yaml,10.0,2022-07-20 14:21:16-04:00,2025-02-25 10:51:47-05:00,2025-06-09 00:58:55+00:00,90.19422433939360
azure/azure-policy,Azure-azure-policy.tar.gz,azure,samples/Compute/audit-classic-VM/azurepolicy.json,1587.0,2017-07-26 20:58:06-07:00,2018-08-30 09:48:25-07:00,2025-06-22 18:35:06+00:00,13.836185518408000
dod-platform-one/kyverno-policies,DoD-Platform-One-Kyverno-Policies.tar.gz,kyverno,chart/templates/restrict-external-names.yaml,3.0,2021-12-02 14:17:11+00:00,2022-02-01 21:34:35+00:00,2025-05-30 17:23:09+00:00,4.807650292647370
alexrogalskiy/screenshots,AlexRogalskiy-screenshots.tar.gz,opa,policy/deny.rego,3.0,2021-02-14 16:49:53+03:00,2021-08-19 13:43:36+03:00,2025-06-15 04:18:03+00:00,11.752042016095200
gucio1200/home-infra,gucio1200-home-infra.tar.gz,kyverno,k8s/apps/networking/ingress-nginx/app/clusterpolicy.yaml,3.0,2022-12-21 17:01:34+01:00,2023-01-01 07:09:13+01:00,2025-06-07 20:17:41+00:00,1.177591922415440
aws/aws-cdk,aws-aws-cdk.tar.gz,cloudformation-guard,tools/@aws-cdk/security-guardian/rules/trust_scope_rules.guard,12230.0,2017-10-04 19:22:37+00:00,2025-04-15 05:32:39+00:00,2025-06-10 14:06:43+00:00,97.99139710928970
googlecloudplatform/solution-acceleration-toolkit,GoogleCloudPlatform-solution-acceleration-toolkit.tar.gz,gatekeeper,templates/policygen/forseti/overall/iam_deny_public_access.yaml,162.0,2020-04-28 13:04:49-04:00,2020-05-28 11:28:10-04:00,2025-05-13 19:54:29+00:00,1.625799367810590
aquasecurity/avd-generator,aquasecurity-avd-generator.tar.gz,opa,goldens/rego/Baseline #6 - AppArmor policy disabled.rego,6.0,2020-08-12 14:58:32-07:00,2021-04-15 16:41:14-07:00,2025-06-05 19:37:20+00:00,13.998011676482400
armory/se-spinnaker-config,armory-se-spinnaker-config.tar.gz,opa,policies/policy-lb22.rego,5.0,2020-07-02 10:24:00-07:00,2020-12-02 19:13:58-08:00,2022-04-12 23:10:42+00:00,23.62909225772650
